"","DOY","stream","gTarPerFlow","DRPloadUS.gPwin_2.5per_s","DRPloadUS.gPwin.hf_2.5per_s","DRPloadDS.gPwin.wS_2.5per_s","DRPloadDS.gPwin.wS.hf_2.5per_s","Svol_gPwindow.hf_2.5per_s","DRPloadUS.gPwin_50per_s","DRPloadUS.gPwin.hf_50per_s","DRPloadDS.gPwin.wS_50per_s","DRPloadDS.gPwin.wS.hf_50per_s","Svol_gPwindow.hf_50per_s","DRPloadUS.gPwin_97.5per_s","DRPloadUS.gPwin.hf_97.5per_s","DRPloadDS.gPwin.wS_97.5per_s","DRPloadDS.gPwin.wS.hf_97.5per_s","Svol_gPwindow.hf_97.5per_s","SorbDistM_2.5per_m","Qm3m_2.5per_m","SorbDistM_50per_m","Qm3m_50per_m","SorbDistM_97.5per_m","Qm3m_97.5per_m","SorbDistPerWat","TribDist2wat_km","AtCapDist2Wat","perDRPsorbed","s75per","s50per","s25per","s10per"
"41",90,"STF","Gtarget",169818.1721,169818.1721,223608.661,223608.661,53790.4938,169818.1721,169818.1721,239393.224435391,239393.224435391,69575.0604635071,169818.1721,169818.1721,272767.520967053,272767.520967053,102949.345393432,5417.2035987917,1835.958,25189.9673894379,1835.958,90755.5563671875,1835.958,65.064295668241,38.7155,13.5255326105621,40.9703270286862,127363.629075,84909.08605,42454.543025,16981.81721
"42",90,"UTLC","Gtarget",7596.96222974134,7596.96222974134,8500.11767868022,8500.11767868022,903.155448938884,7596.96222974134,7596.96222974134,11108.8533377833,11108.8533377833,3511.89110804198,7596.96222974134,7596.96222974134,13790.5319658632,13790.5319658632,6193.56973612185,4887.93166398257,59.7113749045368,28593.1922999545,59.7113749045368,114467.81,59.7113749045368,24.9792450802361,114.4678,85.8746077000455,46.2275709926961,5697.721672306,3798.48111487067,1899.24055743533,759.696222974134
"43",90,"WC","Gtarget",20936.1712262299,20936.1712262299,21891.8321377767,21891.8321377767,955.660911546849,20936.1712262299,20936.1712262299,30568.5555753287,30568.5555753287,9632.38434909883,20936.1712262299,20936.1712262299,38792.3987973684,38792.3987973684,17856.2275711385,1168.91608731565,323.626130443807,18162.964860668,323.626130443807,76054.3613068947,323.626130443807,32.0376290039053,56.6926,38.529635139332,46.0083376516852,15702.1284196724,10468.085613115,5234.04280655748,2093.61712262299
"44",91,"STF","Gtarget",79952.0982,79952.0982,97745.6578,97745.6578,17793.56257,79952.0982,79952.0982,112583.552877826,112583.552877826,32631.4562112966,79952.0982,79952.0982,137753.02505142,137753.02505142,57800.9304484559,4427.65603497444,1169.167071875,20216.8922967554,1169.167071875,79919.7073413522,1169.167071875,52.2191171410816,38.7155,18.4986077032446,40.8137584202845,59964.07365,39976.0491,19988.02455,7995.20982
"45",91,"UTLC","Gtarget",803.375161528871,803.375161528871,846.811216420344,846.811216420344,43.4360548914727,803.375161528871,803.375161528871,987.533452341225,987.533452341225,184.158290812353,803.375161528871,803.375161528871,1261.29045199596,1261.29045199596,457.915290467093,2965.04261190225,12.82770729558,19520.6295557089,12.82770729558,112705.405095762,12.82770729558,17.0533805626638,114.4678,94.9471704442911,22.923075000463,602.531371146653,401.687580764435,200.843790382218,80.3375161528871
"46",91,"WC","Gtarget",5222.09974895879,5222.09974895879,5222.09974895879,5222.09974895879,0,5222.09974895879,5222.09974895879,6795.55694634201,6795.55694634201,1573.45719738322,5222.09974895879,5222.09974895879,8945.36651907293,8945.36651907293,3723.26677011414,0,127.183334857723,12068.5047782576,127.183334857723,65564.529660506,127.183334857723,21.2876191570992,56.6926,44.6240952217424,30.1307380751764,3916.57481171909,2611.04987447939,1305.5249372397,522.209974895879
"47",92,"STF","Gtarget",34422.5771,34422.5771,36387.0569,36387.0569,1964.47869613,34422.5771,34422.5771,44578.7460059769,44578.7460059769,10156.1677803038,34422.5771,34422.5771,52774.9203229871,52774.9203229871,18352.3421645701,2111.44361273496,610.54655,17626.5695778982,610.54655,72860.1080845236,610.54655,45.5284565042379,38.7155,21.0889304221018,29.5043794972102,25816.932825,17211.28855,8605.644275,3442.25771
"48",92,"UTLC","Gtarget",439.467258978901,439.467258978901,439.467258978901,439.467258978901,0,439.467258978901,439.467258978901,522.918320455317,522.918320455317,83.4510614764156,439.467258978901,439.467258978901,672.719442961839,672.719442961839,233.252183982938,0,8.87609172052295,14339.2981472316,8.87609172052295,106090.859701997,8.87609172052295,12.5269273518244,114.4678,100.128501852768,18.9891419147614,329.600444234176,219.73362948945,109.866814744725,43.9467258978901
"49",92,"WC","Gtarget",2837.06418198676,2837.06418198676,2837.06418198676,2837.06418198676,0,2837.06418198676,2837.06418198676,3533.68836686465,3533.68836686465,696.624184877893,2837.06418198676,2837.06418198676,4527.11503995134,4527.11503995134,1690.05085796458,0,79.4022002754096,9591.1338116175,79.4022002754096,58305.4561321584,79.4022002754096,16.9177878799305,56.6926,47.1014661883825,24.5544034322853,2127.79813649007,1418.53209099338,709.26604549669,283.706418198676
"50",93,"STF","Gtarget",18459.6512,18459.6512,18459.6512,18459.6512,0,18459.6512,18459.6512,22471.9950037482,22471.9950037482,4012.343335,18459.6512,18459.6512,25834.9932,25834.9932,7375.34172,0,372.985928125,14638.7162896596,372.985928125,66305.2657536617,372.985928125,37.8109963442538,38.7155,24.0767837103404,21.7357483710201,13844.7384,9229.8256,4614.9128,1845.96512
"51",93,"UTLC","Gtarget",276.595806815912,276.595806815912,276.595806815912,276.595806815912,0,276.595806815912,276.595806815912,316.727179261409,316.727179261409,40.131372445497,276.595806815912,276.595806815912,410.436134227393,410.436134227393,133.840327411481,0,6.62295584243035,11015.85121791,6.62295584243035,92159.4430677341,6.62295584243035,9.62353711516253,114.4678,103.45194878209,14.5090313940321,207.446855111934,138.297903407956,69.148951703978,27.6595806815912
"52",93,"WC","Gtarget",1560.71976346705,1560.71976346705,1560.71976346705,1560.71976346705,0,1560.71976346705,1560.71976346705,1810.54135529361,1810.54135529361,249.821591826553,1560.71976346705,1560.71976346705,2354.68546287084,2354.68546287084,793.965699403784,0,49.623499242666,6574.34287211549,49.623499242666,52759.8842482584,49.623499242666,11.5964744466041,56.6926,50.1182571278845,16.0068192685398,1170.53982260029,780.359881733526,390.179940866763,156.071976346705
"53",94,"STF","Gtarget",4647.61633,4647.61633,4647.61633,4647.61633,0,4647.61633,4647.61633,5426.71740489239,5426.71740489239,779.10104991936,4647.61633,4647.61633,6088.1782,6088.1782,1440.56213,0,246.812370731707,11146.0639471235,246.812370731707,61740.2522865854,246.812370731707,28.7896680841614,38.7155,27.5694360528765,16.7634545237808,3485.7122475,2323.808165,1161.9040825,464.761633
"54",94,"UTLC","Gtarget",188.95877324843,188.95877324843,188.95877324843,188.95877324843,0,188.95877324843,188.95877324843,214.266203104666,214.266203104666,25.3074298562367,188.95877324843,188.95877324843,277.784070627867,277.784070627867,88.8252973794372,0,5.20322007822812,8903.53992557023,5.20322007822812,80962.9180574913,5.20322007822812,7.77820481006032,114.4678,105.56426007443,13.3930959760012,141.719079936322,94.4793866242148,47.2396933121074,18.895877324843
"55",94,"WC","Gtarget",206.175241355727,206.175241355727,206.175241355727,206.175241355727,0,206.175241355727,206.175241355727,221.785195934352,221.785195934352,15.6099545786249,206.175241355727,206.175241355727,299.546570508071,299.546570508071,93.371329152344,0,36.2068109074039,3616.41025487526,36.2068109074039,49189.6579785871,36.2068109074039,6.37898112782843,56.6926,53.0761897451247,7.57120713233069,154.631431016796,103.087620677864,51.5438103389318,20.6175241355727
"56",95,"UTLC","Gtarget",142.870328860307,142.870328860307,142.870328860307,142.870328860307,0,142.870328860307,142.870328860307,156.55555039446,156.55555039446,13.685221534153,142.870328860307,142.870328860307,206.765248060556,206.765248060556,63.8949192002494,0,4.35247589741034,6554.46569025017,4.35247589741034,72962.1845755032,4.35247589741034,5.72603447454233,114.4678,107.91333430975,9.57877093398021,107.15274664523,71.4351644301534,35.7175822150767,14.2870328860307
