dateTime,Days741001,SmpTimeWindowDay,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL,Cond_umho,Future,Month
7/7/2018 20:00,,1.00,0.16,9.881,0.166,0.110,0.22,0.660,24.4,38.5,7.82,647,,7
7/8/2018 20:00,,0.83,0.09,8.874,0.165,0.105,0.15,0.653,26.2,38.9,7.14,650,,7
7/9/2018 12:00,,0.36,0.07,11.011,0.174,0.108,0.11,0.712,26.7,38.8,6.87,650,,7
7/9/2018 13:15,,1.67,0.06,8.559,0.175,0.104,0.13,0.706,27.0,39.1,7.03,651,,7
7/12/2018 20:00,,1.00,0.02,11.181,0.1943,0.109,0.04,0.400,29.9,34.5,5.32,635,,7
7/13/2018 20:00,,1.00,0.00,16.312,0.2242,0.128,0.03,0.857,31.1,33.3,5.11,640,,7
7/14/2018 20:00,,1.00,0.00,25.641,0.3046,0.184,0.04,0.847,36.9,42.6,4.34,656,,7
7/15/2018 20:00,,0.78,0.00,39.780,0.3883,0.229,0.04,1.107,41.0,48.7,4.30,666,,7
7/16/2018 09:20,,0.33,0.00,22.602,0.3469,0.223,0.06,1.070,42.2,48.5,4.62,677,,7
7/16/2018 12:00,,0.56,0.00,46.200,0.377,0.190,0.15,2.877,40.8,45.0,4.47,671,,7
7/17/2018 12:00,,1.00,0.00,42.600,0.401,0.214,0.14,1.070,42.6,45.8,4.69,674,,7
7/18/2018 12:00,,1.00,0.00,26.500,0.431,0.243,0.12,1.136,43.9,46.5,4.68,681,,7
7/19/2018 12:00,,1.00,0.00,24.400,0.405,0.221,0.13,1.215,43.9,45.4,4.82,686,,7
7/20/2018 12:00,,1.00,0.00,27.900,0.377,0.206,0.13,1.037,44.5,44.1,4.76,688,,7
7/21/2018 12:00,,1.00,0.00,20.200,0.344,0.188,0.14,1.135,43.8,41.7,4.69,681,,7
7/22/2018 12:00,,1.00,0.00,26.700,0.381,0.211,0.14,1.538,44.5,39.8,4.90,686,,7
7/23/2018 12:00,,0.55,0.00,41.700,0.384,0.205,0.14,1.392,50.4,42.8,4.35,694,,7
7/23/2018 14:23,,0.17,0.00,18.400,0.344,0.197,0.14,1.012,52.9,44.7,4.26,701,,7
7/23/2018 20:00,,0.62,0.00,32.807,0.398,0.209,0.02,1.342,57.9,46.1,3.73,705,,7
7/24/2018 20:00,,1.00,0.00,23.622,0.367,0.195,0.03,1.162,65.4,46.0,3.38,716,,7
7/25/2018 20:00,,1.00,0.00,46.066,0.436,0.185,0.00,1.489,71.4,53.6,3.95,727,,7
7/26/2018 20:00,,1.00,0.00,39.464,0.497,0.184,0.00,1.814,72.6,60.4,5.15,745,,7
7/27/2018 20:00,,1.00,0.00,40.634,0.58,0.182,0.00,2.187,73.2,66.0,6.11,763,,7
7/28/2018 20:00,,1.00,0.00,39.215,0.643,0.196,0.00,2.115,74.4,71.8,6.97,780,,7
7/29/2018 20:00,,0.83,0.00,41.304,0.686,0.223,0.00,2.171,75.5,74.5,7.52,791,,7
7/30/2018 12:00,,0.36,0.00,36.691,0.637,0.207,0.00,2.282,76.3,73.5,7.65,795,,7
7/30/2018 13:22,,0.17,0.00,31.019,0.625,0.213,0.00,2.240,77.0,74.6,7.66,790,,7
7/30/2018 20:00,,0.64,0.00,35.600,0.629,0.219,0.00,2.778,76.9,84.8,8.03,795,,7
7/31/2018 20:00,,1.00,0.00,202.300,0.778,0.199,0.01,3.308,67.3,71.7,7.36,713,,7
8/1/2018 20:00,,1.00,0.00,113.400,0.686,0.205,0.00,2.034,74.5,82.2,7.94,753,,8
8/2/2018 20:00,,1.00,0.00,42.300,0.482,0.185,0.00,1.502,84.7,84.1,7.11,780,,8
8/3/2018 20:00,,1.00,0.21,86.300,0.462,0.168,0.00,1.978,81.5,71.9,4.87,759,,8
8/4/2018 20:00,,1.00,0.07,34.100,0.37,0.165,0.21,1.131,65.1,79.6,4.18,720,,8
8/5/2018 20:00,,0.83,0.01,19.700,0.31,0.120,0.00,1.223,41.6,38.2,4.84,673,,8
8/6/2018 12:00,,0.35,0.00,18.939,0.271,0.106,0.16,1.278,43.0,49.6,4.76,696,,8
8/6/2018 12:52,,0.50,0.00,11.800,0.266,0.100,0.00,1.211,42.9,58.4,4.79,696,,8
8/7/2018 12:00,,0.98,0.11,24.262,0.243,0.093,0.16,1.304,41.6,45.5,4.83,648,,8
8/8/2018 12:00,,0.67,0.00,12.578,0.239,0.085,0.17,1.387,57.1,49.0,5.21,683,,8
